ID,Groups,Description,Baseline [02-12 23:05],[02-19 14:48],[06-05 10:51]
BB-CLI-89,BB-CLI-86+: macro/define greedy positional parsing,Parses --modes as global flag [2026-06-14],--/OK,--/OK,OK/OK
BB-CLI-88,BB-CLI-86+: macro/define greedy positional parsing,:command before :macro is still a regular command [2026-05-30],--/OK,--/OK,OK/OK
BB-CLI-87,BB-CLI-86+: macro/define greedy positional parsing,":command token after :define is treated as positional arg, not a new command [2026-05-30]",--/OK,--/OK,OK/OK
BB-CLI-86,BB-CLI-86+: macro/define greedy positional parsing,":command token after :macro is treated as positional arg, not a new command [2026-05-30]",--/OK,--/OK,OK/OK
BB-CLI-85,CliArgParser > global flags after command name,--dry-run before command same as after command [2026-02-28],--/OK,--/OK,OK/OK
BB-CLI-84,CliArgParser > global flags after command name,custom flag after command still goes to per-command [2026-02-28],--/OK,--/OK,OK/OK
BB-CLI-83,CliArgParser > global flags after command name,-n shorthand after command routes to global dry-run [2026-02-28],--/OK,--/OK,OK/OK
BB-CLI-82,CliArgParser > global flags after command name,--verbose after command routes to global state [2026-02-28],--/OK,--/OK,OK/OK
BB-CLI-81,CliArgParser > global flags after command name,--dry-run after command routes to global state [2026-02-28],--/OK,--/OK,OK/OK
BB-CLI-80,CliArgParser > withResolvedStrings preserves nested fields,withResolvedStrings preserves dumpDefinitions=true [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-79,CliArgParser > withResolvedStrings preserves nested fields,withResolvedStrings preserves nested=true [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-78,CliArgParser > isHelpMode,isHelpMode false when none set [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-77,CliArgParser > isHelpMode,isHelpMode true when guide set [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-76,CliArgParser > isHelpMode,isHelpMode true when listOnly set [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-75,CliArgParser > isHelpMode,isHelpMode true when version set [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-74,CliArgParser > isHelpMode,isHelpMode true when help set [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-73,CliArgParser > nested tool options,--dump-definitions ignores other flags [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-72,CliArgParser > nested tool options,--nested combined with --help [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-71,CliArgParser > nested tool options,--nested combined with command [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-70,CliArgParser > nested tool options,dumpDefinitions defaults to false [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-69,CliArgParser > nested tool options,nested defaults to false [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-68,CliArgParser > nested tool options,Parses --dump-definitions flag [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-67,CliArgParser > nested tool options,Parses --nested flag [2026-02-22],--/OK,--/OK,OK/OK
BB-CLI-66,CliArgParser > conflicting abbreviations,Short option -c resolves correctly for each command context [2026-02-14],--/OK,--/OK,OK/OK
BB-CLI-65,CliArgParser > conflicting abbreviations,Short option -c resolves to current command option when multiple commands share same abbr [2026-02-14],--/OK,--/OK,OK/OK
BB-EPH-55,ExecutePlaceholderResolver > Placeholder help,getPlaceholderHelp includes project-name alias,--/OK,--/OK,OK/OK
BB-EPH-54,ExecutePlaceholderResolver > skipUnknown mode,skipUnknown leaves unknown placeholders as-is,--/OK,--/OK,OK/OK
BB-EPH-53,ExecutePlaceholderResolver > Remaining nature existence placeholders,git.isSubmodule returns true for submodule,--/OK,--/OK,OK/OK
BB-EPH-52,ExecutePlaceholderResolver > Remaining nature existence placeholders,git.isSubmodule returns false by default,--/OK,--/OK,OK/OK
BB-EPH-51,ExecutePlaceholderResolver > Remaining nature existence placeholders,tom-project.exists returns false (no tom project),--/OK,--/OK,OK/OK
BB-EPH-50,ExecutePlaceholderResolver > Remaining nature existence placeholders,buildkit.exists returns false (no buildkit),--/OK,--/OK,OK/OK
BB-EPH-49,ExecutePlaceholderResolver > Remaining nature existence placeholders,vscode-extension.exists returns false (no VSCode),--/OK,--/OK,OK/OK
BB-EPH-48,ExecutePlaceholderResolver > Remaining nature existence placeholders,typescript.exists returns false (no TypeScript),--/OK,--/OK,OK/OK
BB-EPH-47,ExecutePlaceholderResolver > Remaining nature existence placeholders,console.exists returns false when no Console nature,--/OK,--/OK,OK/OK
BB-EPH-46,ExecutePlaceholderResolver > Remaining nature existence placeholders,console.exists returns true when Console nature,--/OK,--/OK,OK/OK
BB-EPH-45,ExecutePlaceholderResolver > Remaining nature existence placeholders,package.exists returns false when no Package nature,--/OK,--/OK,OK/OK
BB-EPH-44,ExecutePlaceholderResolver > Remaining nature existence placeholders,package.exists returns true when Package nature,--/OK,--/OK,OK/OK
BB-EPH-43,ExecutePlaceholderResolver > Convenience alias placeholders,project-name resolves in full command string,--/OK,--/OK,OK/OK
BB-EPH-42,ExecutePlaceholderResolver > Convenience alias placeholders,project-version throws when not a Dart project,--/OK,--/OK,OK/OK
BB-CLI-32b,CliArgParser > long options,Parses --exclude-dev [2026-03-11],--/OK,--/OK,OK/OK
BB-EPH-41,ExecutePlaceholderResolver > Convenience alias placeholders,project-version returns dart version,--/OK,--/OK,OK/OK
BB-EPH-40,ExecutePlaceholderResolver > Convenience alias placeholders,project-name throws when not a Dart project,--/OK,--/OK,OK/OK
BB-EPH-39,ExecutePlaceholderResolver > Convenience alias placeholders,project-name returns dart project name,--/OK,--/OK,OK/OK
BB-CLI-8b,CliArgs > toProjectTraversalInfo,--exclude-dev disables dev dependency ordering [2026-03-11],--/OK,--/OK,OK/OK
BB-RUN-54,ToolRunner > run,unresolved @[name] placeholders are left as-is [2026-06-14],--/OK,--/OK,OK/OK
BB-RUN-53,ToolRunner > run,project buildkit.yaml overrides master defines [2026-06-14],--/OK,--/OK,OK/OK
BB-RUN-52,ToolRunner > run,@[name] resolves mode-specific defines with --modes [2026-06-14],--/OK,--/OK,OK/OK
BB-RUN-51,ToolRunner > run,@[name] defines resolve per-folder from master yaml [2026-06-14],--/OK,--/OK,OK/OK
BB-RUN-50,ToolRunner > run,macro/define commands show error when master yaml is missing [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-49,ToolRunner > run,:undefine -m MODE removes mode-specific define [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-48,ToolRunner > run,:defines lists both default and mode-specific defines [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-47,ToolRunner > run,:define without -m stores in default defines section [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-46,ToolRunner > run,:define -m MODE stores mode-specific define [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-45,ToolRunner > run,macros stored in master.yaml under macros: section [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-44,ToolRunner > run,built-in define commands show master yaml error when file is missing [2026-02-28],--/OK,--/OK,OK/OK
BB-RUN-43,ToolRunner > run,define/undefine persist sorted defines in master yaml [2026-02-28],--/OK,--/OK,OK/OK
BB-RUN-42b,ToolRunner > run,macros defined in one ToolRunner instance persist and are visible in a fresh instance (simulating separate buildkit calls) [2026-03-01],--/OK,--/OK,OK/OK
BB-RUN-42,ToolRunner > run,macro/macros runtime built-ins work when eligible [2026-02-28],--/OK,--/OK,OK/OK
BB-RUN-41,ToolRunner > run,ToolRunner dispatches pipeline invocation [2026-02-28],--/OK,--/OK,OK/OK
BB-RUN-46,ToolRunner > run,doctor warnings print setup instructions [2026-02-28],--/OK,--/OK,OK/OK
BB-RUN-45,ToolRunner > run,non-doctor run skips required-environment checks [2026-03-11],--/OK,--/OK,OK/OK
BB-RUN-40b,ToolRunner > run,--verbose prints startup timing lines [2026-03-11],--/OK,--/OK,OK/OK
BB-RUN-40,ToolRunner > run,help skips env checks for fast startup [2026-03-11],--/OK,--/OK,OK/OK
BB-RUN-55,ToolRunner > run,Multi-command traversal runs folder-by-folder [2026-03-04],--/OK,--/OK,OK/OK
BB-RUN-44,ToolRunner help routing,help for unknown command shows error [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-43,ToolRunner help routing,:command --help shows command help [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-42,ToolRunner help routing,--help shows tool help with command list [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-41,ToolRunner _findExecutor,Returns error when executor not found [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-40,ToolRunner _findExecutor,Finds native executor [2026-02-22],--/OK,--/OK,OK/OK
BB-CMP-1,ShellType,Has three values [2026-02-12],OK/OK,OK/OK,OK/OK
BB-RUN-38,ToolRunner --nested mode,--nested single-command tool fails without executor [2026-02-22],--/OK,--/OK,OK/OK
BB-CMD-1,GitTraversalOrder,GitTraversalOrder has two values [2026-02-12],OK/OK,OK/OK,OK/OK
BB-HLP-1,HelpGenerator > generateToolHelp,Includes tool name and version [2026-02-12],OK/OK,OK/OK,OK/OK
BB-RUN-2,ItemResult > constructor,Creates result with all fields [2026-02-12],OK/OK,OK/OK,OK/OK
BB-RUN-34,ToolRunner --nested mode,--nested fails when no command and no default [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-33,ToolRunner --nested mode,--nested fails for unknown command [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-32,ToolRunner --nested mode,--nested shows version for --version [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-31,ToolRunner --nested mode,--nested shows command help for --help with command [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-30,ToolRunner --nested mode,--nested shows help when --help also set [2026-02-22],--/OK,--/OK,OK/OK
BB-CMD-2,CommandDefinition > constructor,Creates command with required fields [2026-02-12],OK/OK,OK/OK,OK/OK
BB-RUN-28,ToolRunner --dump-definitions,--dump-definitions takes priority over commands [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-27,ToolRunner --dump-definitions,--dump-definitions takes priority over --help [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-26,ToolRunner --dump-definitions,--dump-definitions serializes commands [2026-02-22],--/OK,--/OK,OK/OK
BB-RUN-25,ToolRunner --dump-definitions,--dump-definitions outputs YAML and returns success [2026-02-22],--/OK,--/OK,OK/OK
BB-PIP-11,Pipeline Configuration,hasDisqualifyingTraversalOptions - empty args ok [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-10,Pipeline Configuration,hasDisqualifyingTraversalOptions detects project patterns [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-09,Pipeline Configuration,hasDisqualifyingTraversalOptions detects root [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-08,Pipeline Configuration,pipeline option resolver - command overrides invocation [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-07,Pipeline Configuration,pipeline option resolver merges options [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-09,Pipeline Configuration,PipelineCommandPrefixParser parses print prefix [2026-03-11],--/OK,--/OK,OK/OK
BB-PIP-06,Pipeline Configuration,PipelineCommandPrefixParser parses stdin prefix [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-05,Pipeline Configuration,PipelineCommandPrefixParser parses tool prefix [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-04,Pipeline Configuration,PipelineCommandPrefixParser parses shell-scan prefix [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-03,Pipeline Configuration,PipelineCommandPrefixParser parses shell prefix [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-02,Pipeline Configuration,pipeline definition has correct stages [2026-06-15],--/OK,--/OK,OK/OK
BB-PIP-01,Pipeline Configuration,loads pipeline from master yaml [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-08,Execute Placeholders,ternary expression with false condition [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-07,Execute Placeholders,ternary expression with true condition [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-06,Execute Placeholders,multiple placeholders in single command [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-05,Execute Placeholders,root placeholder resolves to workspace root [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-04,Execute Placeholders,current-platform placeholder resolves to OS info [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-03,Execute Placeholders,folder.relative resolves relative to root [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-02,Execute Placeholders,folder.name resolves to folder basename [2026-06-15],--/OK,--/OK,OK/OK
BB-PLH-01,Execute Placeholders,folder placeholder resolves to absolute path [2026-06-15],--/OK,--/OK,OK/OK
BB-MCR-05,:macro command,macro expansion with $$ rest args [2026-06-15],--/OK,--/OK,OK/OK
BB-MCR-04,:macro command,macro expansion with placeholders [2026-06-15],--/OK,--/OK,OK/OK
BB-MCR-03,:macro command,:unmacro removes macro [2026-06-15],--/OK,--/OK,OK/OK
BB-MCR-02,:macro command,:macros lists all macros [2026-06-15],--/OK,--/OK,OK/OK
BB-MCR-01,:macro command,:macro adds new macro [2026-06-15],--/OK,--/OK,OK/OK
,Command Prefix Matching > BB-CPM-01: Exact name match,finds command by exact name,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-01: Exact name match,finds command by exact name - compiler,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-01: Exact name match,finds command by exact name - cleanup,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-02: Exact alias match,finds command by single-char alias,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-02: Exact alias match,finds command by multi-char alias,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-02: Exact alias match,finds command by alias - clean,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-03: Unambiguous name prefix,vers matches versioner (unambiguous),--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-03: Unambiguous name prefix,version matches versioner,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-03: Unambiguous name prefix,dep matches dependencies,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-03: Unambiguous name prefix,depen matches dependencies,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-04: Ambiguous prefix returns null,co matches both compiler and config - returns null,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-04: Ambiguous prefix returns null,c matches both compiler and config - returns null,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-04: Ambiguous prefix returns null,cle matches just cleanup,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-04: Ambiguous prefix returns null,clea matches just cleanup,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-05: findCommandsWithPrefix,returns all commands starting with prefix,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-05: findCommandsWithPrefix,returns single command for unambiguous prefix,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-05: findCommandsWithPrefix,returns empty list for no matches,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-05: findCommandsWithPrefix,includes alias matches,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-06: Unknown command returns null,xyz returns null,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-06: Unknown command returns null,empty string returns null,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-07: Exact match takes priority over prefix,"run matches run exactly, not runner",--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-07: Exact match takes priority over prefix,runn matches runner by prefix,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-08: Alias prefix matching,com matches compiler via comp alias,--/OK,OK/OK,OK/OK
,Command Prefix Matching > BB-CPM-08: Alias prefix matching,cf matches config via cfg alias,--/OK,OK/OK,OK/OK
BB-CLI-11b,CliArgs > toProjectTraversalInfo,Defaults to not recursive [2026-02-18],--/OK,OK/OK,OK/OK
BB-CLI-13,CliArgs > toGitTraversalInfo,Returns null when git mode not specified [2026-02-12],--/OK,OK/OK,OK/OK
BB-CLI-13b,CliArgs > toGitTraversalInfo,Uses command default git mode when provided [2026-02-12],--/OK,OK/OK,OK/OK
BB-CLI-31b,CliArgParser > long options,Parses --top-repo [2026-02-14],--/OK,OK/OK,OK/OK
BB-CLI-43b,CliArgParser > short options,Parses -T [2026-02-14],--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-01: simple macro without placeholders,expands @name to stored value,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-01: simple macro without placeholders,preserves surrounding args,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-02: macro with single placeholder $1,substitutes $1 with next argument,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-02: macro with single placeholder $1,consumes only the needed argument,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-03: macro with multiple placeholders $1 $2,substitutes both placeholders,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-03: macro with multiple placeholders $1 $2,handles non-sequential placeholders,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-04: macro with rest placeholder $$,substitutes $$ with all remaining arguments,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-04: macro with rest placeholder $$,$$ with no remaining args expands to empty,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-05: combined $n and $$,$1 followed by $$ consumes first arg then rest,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-06: nested macro expansion,expands nested macros,--/OK,OK/OK,OK/OK
BB-NTE-14,NestedToolExecutor > constructor and properties,toString for standalone [2026-02-27],--/OK,--/OK,OK/OK
BB-DEF-04,:define command,:undefine removes define [2026-06-15],--/OK,--/OK,OK/OK
,MacroExpander > BB-MAC-08: undefined macro,undefined macro is left as-is,--/OK,OK/OK,OK/OK
BB-SER-7,ToolDefinitionSerializer > toYaml,Escapes strings with special YAML chars [2026-02-27],--/OK,--/OK,OK/OK
,MacroExpander > BB-MAC-10: @ in middle of token is literal,email-like string is not treated as macro,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-11: quoted arguments with spaces,argument with spaces is passed as single $1,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-11: quoted arguments with spaces,$$ preserves argument boundaries,--/OK,OK/OK,OK/OK
,MacroExpander > BB-MAC-12: escaping,\$1 is literal $1,--/OK,OK/OK,OK/OK
,getRequiredArgCount,returns 0 for no placeholders,--/OK,OK/OK,OK/OK
,getRequiredArgCount,returns 1 for single $1,--/OK,OK/OK,OK/OK
,getRequiredArgCount,returns highest placeholder number,--/OK,OK/OK,OK/OK
,getRequiredArgCount,handles gaps in placeholder numbers,--/OK,OK/OK,OK/OK
,getRequiredArgCount,returns -1 for $$,--/OK,OK/OK,OK/OK
BB-EPH-01,ExecutePlaceholderResolver > Path placeholders,resolves root placeholder,--/OK,OK/OK,OK/OK
BB-EPH-02,ExecutePlaceholderResolver > Path placeholders,resolves folder placeholder,--/OK,OK/OK,OK/OK
BB-EPH-03,ExecutePlaceholderResolver > Path placeholders,resolves folder.name placeholder,--/OK,OK/OK,OK/OK
BB-EPH-04,ExecutePlaceholderResolver > Path placeholders,resolves folder.relative placeholder,--/OK,OK/OK,OK/OK
BB-EPH-05,ExecutePlaceholderResolver > Platform placeholders,resolves current-os placeholder,--/OK,OK/OK,OK/OK
BB-EPH-06,ExecutePlaceholderResolver > Platform placeholders,resolves current-arch placeholder,--/OK,OK/OK,OK/OK
BB-EPH-07,ExecutePlaceholderResolver > Platform placeholders,resolves current-platform placeholder,--/OK,OK/OK,OK/OK
BB-EPH-08,ExecutePlaceholderResolver > Nature existence placeholders,dart.exists returns false when no Dart nature,--/OK,OK/OK,OK/OK
BB-EPH-09,ExecutePlaceholderResolver > Nature existence placeholders,dart.exists returns true when Dart nature present,--/OK,OK/OK,OK/OK
BB-EPH-10,ExecutePlaceholderResolver > Nature existence placeholders,git.exists returns true when Git nature present,--/OK,OK/OK,OK/OK
BB-EPH-11,ExecutePlaceholderResolver > Nature existence placeholders,flutter.exists returns true when Flutter nature present,--/OK,OK/OK,OK/OK
BB-EPH-12,ExecutePlaceholderResolver > Dart attribute placeholders,dart.name returns project name,--/OK,OK/OK,OK/OK
BB-EPH-13,ExecutePlaceholderResolver > Dart attribute placeholders,dart.version returns version,--/OK,OK/OK,OK/OK
BB-EPH-14,ExecutePlaceholderResolver > Dart attribute placeholders,dart.publishable returns true for publishable package,--/OK,OK/OK,OK/OK
BB-EPH-15,ExecutePlaceholderResolver > Dart attribute placeholders,dart.publishable returns false for publish_to: none,--/OK,OK/OK,OK/OK
BB-EPH-16,ExecutePlaceholderResolver > Dart attribute placeholders,dart.name throws when not a Dart project,--/OK,OK/OK,OK/OK
BB-EPH-17,ExecutePlaceholderResolver > Git attribute placeholders,git.branch returns current branch,--/OK,OK/OK,OK/OK
BB-EPH-18,ExecutePlaceholderResolver > Git attribute placeholders,git.remotes returns comma-separated list,--/OK,OK/OK,OK/OK
BB-EPH-19,ExecutePlaceholderResolver > Git attribute placeholders,git.hasChanges returns true when uncommitted changes,--/OK,OK/OK,OK/OK
BB-EPH-20,ExecutePlaceholderResolver > Git attribute placeholders,git.branch throws when not a git repo,--/OK,OK/OK,OK/OK
BB-EPH-21,ExecutePlaceholderResolver > Flutter attribute placeholders,flutter.platforms returns comma-separated platforms,--/OK,OK/OK,OK/OK
BB-EPH-22,ExecutePlaceholderResolver > Flutter attribute placeholders,flutter.isPlugin returns true for plugins,--/OK,OK/OK,OK/OK
BB-EPH-23,ExecutePlaceholderResolver > VS Code extension placeholders,vscode.name returns extension name,--/OK,OK/OK,OK/OK
BB-EPH-24,ExecutePlaceholderResolver > VS Code extension placeholders,vscode.version returns extension version,--/OK,OK/OK,OK/OK
BB-EPH-25,ExecutePlaceholderResolver > Unknown placeholder,throws for unknown placeholder,--/OK,OK/OK,OK/OK
BB-EPH-26,ExecutePlaceholderResolver > Ternary expression resolution,resolves ternary with true condition,--/OK,OK/OK,OK/OK
BB-EPH-27,ExecutePlaceholderResolver > Ternary expression resolution,resolves ternary with false condition,--/OK,OK/OK,OK/OK
BB-EPH-28,ExecutePlaceholderResolver > Ternary expression resolution,resolves ternary with empty false branch,--/OK,OK/OK,OK/OK
BB-EPH-29,ExecutePlaceholderResolver > Ternary expression resolution,throws for ternary on non-boolean placeholder,--/OK,OK/OK,OK/OK
BB-EPH-30,ExecutePlaceholderResolver > Full command resolution,resolves multiple simple placeholders,--/OK,OK/OK,OK/OK
BB-EPH-31,ExecutePlaceholderResolver > Full command resolution,resolves mixed simple and ternary placeholders,--/OK,OK/OK,OK/OK
BB-EPH-32,ExecutePlaceholderResolver > Full command resolution,resolves command with path placeholders,--/OK,OK/OK,OK/OK
BB-EPH-33,ExecutePlaceholderResolver > Condition checking,checkCondition returns true for satisfied condition,--/OK,OK/OK,OK/OK
BB-EPH-34,ExecutePlaceholderResolver > Condition checking,checkCondition returns false for unsatisfied condition,--/OK,OK/OK,OK/OK
BB-EPH-35,ExecutePlaceholderResolver > Condition checking,checkCondition throws for non-boolean placeholder,--/OK,OK/OK,OK/OK
BB-EPH-36,ExecutePlaceholderResolver > Placeholder help,getPlaceholderHelp returns non-empty map,--/OK,OK/OK,OK/OK
BB-EPH-37,UnresolvedPlaceholderException,formats message correctly without details,--/OK,OK/OK,OK/OK
BB-EPH-38,UnresolvedPlaceholderException,formats message correctly with details,--/OK,OK/OK,OK/OK
BB-NTE-13,NestedToolExecutor > constructor and properties,toString for multi-command [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-12,NestedToolExecutor > constructor and properties,Standalone executor properties [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-11,NestedToolExecutor > constructor and properties,Multi-command executor properties [2026-02-27],--/OK,--/OK,OK/OK
BB-DEF-03,:define command,:defines lists all defines [2026-06-15],--/OK,--/OK,OK/OK
BB-NTE-9,NestedToolExecutor > buildNestedArgs,Skips false flag options [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-8,NestedToolExecutor > buildNestedArgs,Does not forward host-specific options [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-7,NestedToolExecutor > buildNestedArgs,Does not forward traversal options [2026-02-27],--/OK,--/OK,OK/OK
BB-V2-SCN-1,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],skips directory with tom_skip.yaml (global skip),--/OK,OK/OK,OK/OK
BB-V2-SCN-2,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],skips directory with tool-specific skip file (buildkit_skip.yaml),--/OK,OK/OK,OK/OK
BB-V2-SCN-3,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],skips directory with custom tool skip file (issuekit_skip.yaml),--/OK,OK/OK,OK/OK
BB-V2-SCN-4,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],tool-specific skip does not affect other tools,--/OK,OK/OK,OK/OK
BB-V2-SCN-5,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],tom_skip.yaml affects all tools,--/OK,OK/OK,OK/OK
BB-V2-SCN-6,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],skip file in nested directory stops descent,--/OK,OK/OK,OK/OK
BB-V2-SCN-7,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],skipFilename getter returns correct filename,--/OK,OK/OK,OK/OK
BB-V2-SCN-8,BB-V2-SCN: FolderScanner Skip Files [2026-02-14],kTomSkipYaml constant is correct,--/OK,OK/OK,OK/OK
BB-NTE-6,NestedToolExecutor > buildNestedArgs,Forwards command-specific list options [2026-02-27],--/OK,--/OK,OK/OK
BB-V2-SCN-WS-2,BB-V2-SCN-WS: FolderScanner Workspace Boundaries [2026-02-14],stops at tool master config (buildkit_master.yaml),--/OK,OK/OK,OK/OK
BB-V2-SCN-WS-3,BB-V2-SCN-WS: FolderScanner Workspace Boundaries [2026-02-14],tool-specific master config for different tool,--/OK,OK/OK,OK/OK
BB-V2-GIT-1,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],returns null when no git repo in path,--/OK,OK/OK,OK/OK
BB-V2-GIT-2,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],finds single git repo in path,--/OK,OK/OK,OK/OK
BB-V2-GIT-3,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],finds topmost git repo with nested repos,--/OK,OK/OK,OK/OK
BB-V2-GIT-4,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],finds topmost git repo with multiple nesting levels,--/OK,OK/OK,OK/OK
BB-V2-GIT-5,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],works when starting from repo root,--/OK,OK/OK,OK/OK
BB-V2-GIT-6,BB-V2-GIT: GitRepoFinder.findTopRepo [2026-02-14],handles .git file (submodule worktree),--/OK,OK/OK,OK/OK
BB-DEF-02,:define command,:define with -m adds mode-specific define [2026-06-15],--/OK,--/OK,OK/OK
BB-TDF-54,ToolDefinition wiring fields,Full buildkit-like wiring definition [2026-02-27],--/OK,--/OK,OK/OK
BB-NTE-5,NestedToolExecutor > buildNestedArgs,Forwards command-specific string options [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-53,ToolDefinition wiring fields,copyWith overrides wiring fields [2026-02-27],--/OK,--/OK,OK/OK
BB-TDF-52,ToolDefinition wiring fields,copyWith preserves wiring fields [2026-02-27],--/OK,--/OK,OK/OK
BB-CMP-2,CompletionGenerator.generateBash,Generates bash completion script [2026-02-12],OK/OK,OK/OK,OK/OK
BO-COMP-1,BuildOrderComputer,Projects with no deps sorted alphabetically [2026-02-20],--/OK,--/OK,OK/OK
BO-COMP-2,BuildOrderComputer,Linear dependency chain [2026-02-20],--/OK,--/OK,OK/OK
BO-COMP-3,BuildOrderComputer,Diamond dependency [2026-02-20],--/OK,--/OK,OK/OK
BO-COMP-4,BuildOrderComputer,Circular dependency returns null [2026-02-20],--/OK,--/OK,OK/OK
